id,title
recOIPcFaPCjMpQ6w,하나님이 모든 것을 창조하심
recTU3ZxG7zQ61N9d,하나님이 아담과 하와를 창조하심
recj3SioaPwrDtpGT,사람이 죄에 빠져 타락함
recSFDBpbT8HGEtyd,아담이 살았던 시기
recrEQsBlZOgXbLiB,가인이 아벨을 죽임
recl4Bcpg9yzJsEqI,하나님이 가인을 저주하심
recp7P8QOAzrtw9Ly,셋이 태어남
rec96xYWb8KLaUZpF,셋이 살았던 시기
rec0irQ4RDrOjQKWD,에노스가 태어남
recAeYv2iAFNW3dOZ,에노스가 살았던 시기
recM0WSoo4n0iYARu,게난이 태어남
recJEeDtyPx5U35PG,게난이 살았던 시기
recbhJTgfqzA2wi9g,마할랄렐이 태어남
recP4eETeAB1w2UDk,마할랄렐이 살았던 시기
rec1gA68LB2NDsnCR,야렛이 태어남
reckfJ2MFfKg7AD3h,야렛이 살았던 시기
rec0pSsVe8fi0jw9A,에녹이 태어남
recZy5b1c8nMODrQo,에녹이 살았던 시기
recECi7gnsZNbykIS,므두셀라가 태어남
rec7F43tR0YS2M8xS,므두셀라가 살았던 시기
recYz6KtAthSLpDsE,라멕이 태어남
rec3QYioaVB7t2ghK,라멕이 살았던 시기
rec4kRWTXS86nus0I,아담이 죽음
recg9ZkB8FoyQTH8v,에녹이 하나님께로 옮겨짐
recN7DBKYBEZRDgO7,셋이 죽음
recLhxi3tDTOD3wzR,노아가 태어남
recTdAS4YoPxLBszy,노아가 살았던 시기
reciFgNLimxSBMqKH,에노스가 죽음
recC3DfLQVkOYAv8e,게난이 죽음
recicDx68rL317hoE,마할랄렐이 죽음
recQUPYt83xclFDlk,야렛이 죽음
rec1n3lFKpydGhoQL,하나님이 모든 생명을 심판하기로 하심
recpUCaR0HNgYjco5,셈이 태어남
recxg4gEuXG5R6PUZ,셈이 살았던 시기
recZcXNIkXx2zXaW3,하나님이 노아에게 방주를 만들라고 하심
recc0kcj2zjtrfU8n,라멕이 죽음
recvF4VYGrRno2tu5,므두셀라가 죽음
recmLyx1yqtuANkqd,대홍수가 시작됨
recwQJTWTmTkUMHHp,대홍수가 온 땅을 덮음
recMNRtVxdTnlGYoJ,물이 땅 전체를 덮음
rec1P4d8N4XdXzH2l,물이 빠지며 홍수가 잦아듦
recnAzV0utz4k20eC,노아가 가족과 함께 방주에서 나옴
recUsWq7FcQB7vaMa,하나님이 노아와 언약을 맺으심
recgz06wNQlsq6kOc,노아가 술에 취하고 가나안이 저주를 받음
rec7uQ8Nhf6h5zdfj,아르박삿이 태어남
recQDMfXnyQKhXj01,아르박삿이 살았던 시기
recN97j5QCkdCwVOC,셀라가 태어남
rectmsC3P5l7oRNpD,셀라가 살았던 시기
rec1JFgGFGfK07blt,에벨이 태어남
rec3cw1D7e1QItoGc,에벨이 살았던 시기
recsQpAQgJcwaSk9l,벨렉이 태어남
recFXC4GpemMuhURF,벨렉이 살았던 시기
recy4o2BxavybTuX6,사람들이 바벨탑을 쌓음
recO9NRftpoIMlYmr,르우가 태어남
recZegzr6mX3DH8vc,르우가 살았던 시기
recfX4yWDQUMG8Oqh,스룩이 태어남
recLx9SIvsFEIJgVo,스룩이 살았던 시기
rec1LWfxUiRxxCrbn,나홀이 태어남
recIfpeMJFEOdSQhh,나홀이 살았던 시기
recePREjv2zZ8Esoo,데라가 태어남
recB5Rg7JlgsMcPyq,데라가 살았던 시기
recyn98EnxpfPAaEq,벨렉이 죽음
rec118tvZQItG2hEI,나홀이 죽음
recjX86XiYE9up0Ux,노아가 죽음
recXveJRjCtPNMLqs,아브라함이 태어남
recfnatCOLEHFYeLB,아브라함이 살았던 시기
rectQ4Vg6XbpTyR92,야일이 사사로 다스림
rec8LzDmLtoQ5PD6q,르우가 죽음
rechmkETHJXlw66eb,스룩이 죽음
recYgh6yAIxRItDC9,데라가 죽음
rechJv1ksZ00ye38i,아브라함이 가나안으로 들어감
rec2pnFsObyEoOfGQ,하나님이 아브라함과 언약을 맺으심
recbqTND1uSdqNjOx,아브라함이 애굽으로 내려감
recc78JIsfuTy7cNu,가나안과 애굽에서 머무름
recG5DZ6bn0BDuYH9,아브라함과 롯이 갈라짐
rechXJhZerr2X4BnE,이스마엘이 태어남
rec1CnwQbgxnwGiRS,이스마엘이 살았던 시기
reciSatPkxfnd664i,아르박삿이 죽음
recITDSS0o4dApwQg,소돔이 멸망함
recsPU7EMhmA9z27x,이삭이 태어남
recMAoYK2dHmjhRh9,이삭이 살았던 시기
recefHHfdDlITHHsH,셀라가 죽음
recSDGDMwUBAMUgur,이삭이 리브가와 결혼함
recTZ4anILXT9AMbx,셈이 죽음
recd4mOzI2nL66vR5,야곱과 에서가 태어남
recTkocSMI0NxpIrw,야곱이 살았던 시기
recmnGiHVM3Hylr7r,니므롯의 왕국이 세워지기 시작함
recJYhotncnfEqGcN,아브라함이 죽음
rec6BqgiWIs1ADP6z,에벨이 죽음
recOWUvuVc8kC9Q1C,이스마엘이 죽음
recpdpPhaNNytXNYL,르우벤이 태어남
rec8BApZ81SUEiaE6,시므온이 태어남
recbEWfeMbneEhmCW,레위가 태어남
recAyNphNXcFdeBdv,유다가 태어남
recebg3uMMRi5kehC,단이 태어남
reciXEy2Dh8v1ZMgx,납달리가 태어남
recjP69Rr334GwfCD,갓이 태어남
recyHq1K0jXfzoxSG,아셀이 태어남
rec7UNUOWD8T8j0H7,잇사갈이 태어남
rec79Sud9E887BhRT,스불론이 태어남
rec8lxfZ0sKEUfPfi,디나가 태어남
recZDLkLCBpaZjV7D,요셉이 태어남
recj8qDYwzBEfwBAa,요셉이 살았던 시기
recueVlIF65sLlqSO,라헬이 베냐민을 낳다가 죽음
recNE3SvBrPoTRiMS,요셉이 애굽으로 팔려감
recJRhLZWXyofMii6,베레스가 태어남
rechIcTdBsoSsooEI,욥이 태어남
recq4rk0MUq6acKxS,욥이 살았던 시기
recqKt1B6fiiSKrK6,요셉이 감옥에 갇힘
recnTimjDqmxMYqRZ,이삭이 죽음
recD7RqjeIpsJAoBc,요셉이 애굽에서 높은 자리에 오름
recZlsev4ThVh4o6I,풍년이 7년 동안 이어짐
rec85BvWuap3CDiMT,흉년이 7년 동안 이어짐
rec1ryOcznIUObhW7,요셉의 형들이 곡식을 사러 애굽으로 감
rec2Vbu9LcbJesuS0,요셉의 형들이 다시 애굽으로 감
recwCFb0NhrYMkl8t,야곱이 죽음
recMNT9RB1RJiLlYW,욥이 큰 시련을 겪음
recPAzttalK45wnXd,요셉이 죽음
rect0K24pgi8HBlvL,욥이 죽음
rec6atQ3as7Qj2n5d,모세가 태어남
recJOhn4C4yKIJmvH,모세가 살았던 시기
recwofVaBASTvL8lL,모세가 바로를 피해 도망감
recynRwNAbtX5ShQ7,갈렙이 태어남
rechguBS4b9kXx3z3,여호수아가 살았던 시기
recjkmUO88wihv8Ci,이스라엘이 애굽에서 خروج(출애굽)함
recr71Fz4NHTnGLJ2,광야에서 오랜 기간 방황함
reca8LvAmFPl1tmnN,하나님이 십계명을 주심
recvA947nCyo8kadV,성막이 세워짐
recxj71m6XPSaqIg2,모세가 죽음
recSF4lyBebGjJEXI,요단강을 건너 가나안으로 들어감
rec0t3McGWoyd6kTB,가나안 사람들과 전쟁을 치름
rec91XeIAmvH5rhav,땅을 나누어 분배함
recnPiyyKviVUPHO6,여호수아가 죽음
recEpl6nDyA0TWVdW,구산 리사다임에게 억눌림
recUvk5tT0xGxR71o,옷니엘이 이스라엘을 구원함
recG0Smwr0v3S7ShM,에글론에게 억눌림
recxl5FkotW1u50nA,에훗이 이스라엘을 구원함
rec07gtJgfa7skhaQ,야빈에게 억눌림
recoroJg305CLphtu,바락과 드보라가 이스라엘을 구원함
recNAaoS2dLaYGVgh,미디안에게 억눌림
recD6xiJWvESO0Wea,기드온이 이스라엘을 구원함
recNLSBgKYUyByJwa,아비멜렉이 권력을 빼앗아 다스림
recWw6t8usixUbFOU,돌라가 사사로 다스림
rec7nesNMNffYRe3F,암몬과 블레셋의 압제를 받음
rec3z1OqSDMH0rR7y,엘리가 사사로 다스림
recAfJj3Pv6wRG2nj,입다가 이스라엘을 구원함
reczOHadpTVOuiidp,입산이 사사로 다스림
recSRPo1LlWZ7tNaO,블레셋의 지배를 받음
recGFZbQIjuGwXtTy,엘론이 사사로 다스림
rec4qaEmaRCFty5tl,사울이 태어남
recoKV71uxsJeHTWW,압돈이 사사로 다스림
recS77B5S6Jfdq5a3,엘리가 죽고 언약궤가 빼앗김
rec24EmrBZzGvOD2U,삼손이 사사로 다스림
reccUeZb53JJ02Lv9,삼손이 다곤 신전을 무너뜨림
recKRsEFLaEueJvei,사울이 왕으로 다스림
rec3uYdP5Fca5BJfX,이스라엘이 통일 왕국이 됨
rec9JB5FY6jMOyEY3,다윗이 골리앗을 쓰러뜨림
recXDTsDBCG9DaiGN,사울이 죽음
reczzYTmzPPDcP3qv,다윗이 왕으로 다스림
rec3TOdsAxCr5ADHA,다윗이 죽음
recKTbnO8VY7lXLeX,솔로몬이 왕으로 다스림
recYlpu8OdsUJoG8g,솔로몬이 성전을 지음
rec5W0YtPdi4yrvaY,남왕국 유다가 세워짐
rec3u4dUBOoBi5pUx,솔로몬이 죽음
recX0KzMJywvbeM6D,르호보암이 왕으로 다스림
rec3R4qyFlVjCRORt,북왕국 이스라엘이 세워짐
rec824qPcsyF7GtTh,여로보암 1세가 왕으로 다스림
recDK5FF0d1qrz8sn,아비얌이 왕으로 다스림
recfIqDLtdCqz7N3V,아비얌이 죽음
recmEKC9vgAJDYa2z,아사가 왕으로 다스림
recoThUM3VEzmvB2Y,나답이 왕으로 다스림
recDnpywTo9ng7E08,바아사가 왕으로 다스림
reczLjmDT8D3PwoN1,엘라가 왕으로 다스림
rechi0erUTQ1OpSfg,시므리가 왕으로 다스림
recAPL3crxsLpriXj,디브니가 왕으로 다스림
recbKVjuSUpIxKCDm,오므리가 왕으로 다스림
recT4xyx6gO1r4MMQ,디브니가 죽음
rec44ed0m1pZUujzb,아합이 왕으로 다스림
recPUkfMfzeKFMWT7,오므리가 죽음
reczE7xS17Z9mHerq,아사가 죽음
recHolFWoWqNqtmup,여호사밧이 왕으로 다스림
recRiyMlpGQNCIZvm,엘리야가 하나님의 말씀을 전함
recswFKDMGbMahY8n,여호사밧이 죽음
rec6ssNxDhVqVIQb5,아하시야가 왕으로 다스림
recD1Gv4SKNFG3zPa,엘리야가 하늘로 올려짐
recCh323mcqdG01EW,엘리사가 하나님의 말씀을 전함
receNV351SLbofU0a,요람이 왕으로 다스림
recb9vQAySe8NXtZn,여호람이 왕으로 다스림
rec8neSzth86PNqvR,아하시야가 왕으로 다스림(여호아하스)
reck6rXD9hZiDk0Kz,예후가 왕으로 다스림
recrLA9xtcQ35mLv1,아달랴가 권력을 잡고 다스림
recqa3Rn2VGAUlDtq,여호람이 죽음
recwy2j4O3x7NcWz5,요아스가 왕으로 다스림
rectK1BIzsiRL5n6U,예후가 죽음
rec8OzyADaljQSqmd,여호아하스가 왕으로 다스림
recz99BZY6sWTR2SI,여호아하스가 죽음
rec70XpPIr8MiLTVb,요아스가 왕으로 다스림
rec75MawjODD5ju3b,아마샤가 왕으로 다스림
recGe7VTJOGbn63NQ,여로보암 2세가 왕으로 다스림
recKICyY8GrWaYCq3,요나가 하나님의 말씀을 전함
recsgU87rUrPKR9uA,요아스가 죽음
rec6VtctTK9zZ5UxZ,요엘이 하나님의 말씀을 전함
recdPHV2xNXFj2JT0,아마샤가 죽음
recOJfWD0IUcT4yJD,웃시야가 왕으로 다스림
rec0MJooZFfHsxW1N,아모스가 하나님의 말씀을 전함
recekTocE5mIkvDEk,호세아가 하나님의 말씀을 전함
recFQnWRST9SS0RRp,여로보암 2세가 죽음
recUQaOuprbt82K3O,스가랴가 왕으로 다스림
recmYpqEy1fUpISEt,살룸이 왕으로 다스림
recWsgJ5fuSjjOZsT,스가랴가 죽음
recZM1zHaLFcWOORu,살룸이 죽음
recKk6oSdN570sACg,므나헴이 왕으로 다스림
recJTYIqu2oNs58Lc,므나헴이 죽음
recQRI9PzXBoW4QVD,베가히야가 왕으로 다스림
recfHf480bxdzn4Io,베가히야가 죽음
recuwnodcdBQpgk6J,베가가 왕으로 다스림
recQ1bj3p4Lj5MYY6,이사야가 하나님의 말씀을 전함
rechq7jRwzAypqM7H,웃시야가 죽음
recEOMPybxT6g8y8E,요담이 왕으로 다스림
recOQgYeMRMqQbIMe,미가가 하나님의 말씀을 전함
recglW6zUkkgDVPt9,아하스가 왕으로 다스림
recbJqPiE3mvFuUvn,요담이 죽음
recOeT5LUf2J1nFXw,베가가 죽음
recj8DXN0Leolmr8O,호세아가 왕으로 다스림
recCU4JFzMUcVRqAd,아하스가 죽음
recRusMYR5At9TlEV,히스기야가 왕으로 다스림
recxfNLfmrK6uzfSb,히스기야가 죽음
rece9FgMugc1bp3tG,므낫세가 왕으로 다스림
recylsxpZLWlxVtrU,나훔이 하나님의 말씀을 전함
recqjnBXaOQYKadrc,므낫세가 죽음
rec1X3krfmWLAKJXU,아몬이 왕으로 다스림
recHieewSQcszdain,아몬이 죽음
recVf3eQjAq3nk94o,요시야가 왕으로 다스림
rec5pDuWtEaOK7ehk,예레미야가 하나님의 말씀을 전함
recUkdsuAuRono8LY,스바냐가 하나님의 말씀을 전함
recsdAcHVpiiWFtm0,요시야가 죽음
recmY05Xj0sxEcdCh,여호아하스가 왕으로 다스림(살룸)
reciunQ6bRGaY2gib,여호야김이 왕으로 다스림
rece1avzrB0YDK1Ln,하박국이 하나님의 말씀을 전함
rec3iJVpZspQM64qQ,다니엘이 하나님의 말씀을 전함
reczmi6XtMXALtcNn,여고냐가 왕으로 다스림
recW2cNLqUyMIV6O7,시드기야가 왕으로 다스림
recGUuZfUbylFAytG,에스겔이 하나님의 말씀을 전함
recdiXqPQiDIBRI0Q,오바댜가 하나님의 말씀을 전함
recQPoA7fH3wJi7v2,학개가 하나님의 말씀을 전함
recebNaZjPvbOqk4r,스가랴가 하나님의 말씀을 전함
recpSNqfLiST1KQqq,말라기가 하나님의 말씀을 전함
recRd6H7B5gBuTYT9,마리아가 요셉과 약혼함
recOtonfrqZVuz2iF,세례 요한의 탄생이 예고됨
recchK9PHoqttFTdX,천사가 꿈에서 요셉에게 말함
rec2xII53pVseJCB6,천사가 마리아에게 예수의 탄생을 알림(수태고지)
recsMmYHDdduT021e,마리아가 엘리사벳을 방문함
recp7RblvtGupJInu,세례 요한이 태어남
rec2fX249sj1mmGFr,동방 박사들이 헤롯을 찾아감
recVRh2awW5WGpXK4,동방 박사들이 예수를 찾아와 경배함
recHWkX7SvgnBZiuD,요셉과 마리아가 예수를 데리고 애굽으로 피신함
rec78vW2GDruKkctf,헤롯이 남자 아기들을 학살함
recQdRNODeVwWG5Qx,요셉과 마리아가 애굽에서 돌아옴
rec40p7ak4u60WdPB,요셉과 마리아가 나사렛으로 돌아감
recg5KKSE8un6XLe6,예수님이 태어나심
recVUI3XqN3CdNF1k,예수님이 할례를 받으심
recISCjAW413V6T1j,예수님이 성전에 바쳐짐
recHiT0IbNNmDry0s,예수님의 어린 시절
rec8FDMhG6menTpse,소년 예수님이 성전에서 말씀하심
rec8aq3QrGCer9RqY,예수님이 자라나심
recW9F8RuUqf5HZkd,세례 요한이 사역을 시작함
rec8LSQHQdcYfC9La,세례 요한이 예수님께 세례를 드림
rec7GKv3V8PLB1Wk1,예수님이 시험을 받으심
recThval8jPdpjMQd,예수님이 유대를 떠나 갈릴리로 가심
recokV9koCd9sHkZo,예수님이 갈릴리를 방문하심
recfKYBkGyK1iVyQ7,예수님이 가버나움에서 사역하심
recYIGeTJrnJFAHyB,예수님이 제자들을 “사람을 낚는 어부”로 부르심
reczf8H4EoM3gfimU,예수님이 베드로의 장모와 여러 병자들을 고치심
recbsEPvWlO2Ajcfo,세례 요한이 감옥에 갇힘
recVzgELtu6c6u0JJ,예수님이 귀신 들린 사람을 고치심
recDZ5yPUfsW2mQCB,예수님이 나사렛에서 거절당하심
rec51NMfUoy8EBm5D,세례 요한이 예수님을 증언함
rec2rWYKV739WLO4b,첫 제자들이 예수님께 모임
recamPG0iyTXyCMRx,예수님이 물을 포도주로 바꾸심
recBwb7o0eXRqj1Oa,예수님이 가버나움을 방문하심
recajWYSuk71jMpgi,예수님이 유월절에 성전을 정화하심
recqe4jV2tmZC9XuG,예수님이 니고데모와 대화하심
recj0lpW2pEiRfASU,세례 요한이 다시 예수님을 증언함
recZVzEsSsBBuv6XX,예수님이 사마리아 여인을 만나심
rec5EydSXHdbLbzk1,예수님이 산상수훈을 가르치심
recrx5gqQTez5Oz5h,예수님이 나병 환자를 고치심
rec6mNLyG5AVN4X1b,예수님이 백부장의 종을 고치심
recY3vd5gVnwqoRV1,거라사에서 귀신 들린 사람들을 고치심
rec9Ni8NXcob4ou2m,예수님이 중풍병자를 고치심
recbiDrbxO70fDsta,예수님이 마태를 제자로 부르심
recbt0ME8XMDoNbVc,금식에 대해 질문함
rec4P9y8WdotpjMm9,예수님이 새 포도주 비유를 말씀하심
recMTSIklCghjlACt,가버나움에서 여러 기적이 일어남
recSpTfIckUAeEOLd,예수님이 열두 사도를 선택하심
recdgE4vWpwc2fVpK,예수님이 세례 요한에 대해 말씀하심
recYaZ1gwefzzNB1V,예수님이 고라신과 벳새다를 책망하심
recDFt0ANS33dAxri,제자들이 안식일에 이삭을 잘라 먹음
reciGxBNHjPZwHKvO,예수님이 마른 손을 고치심
recpYSwD914PD9tHU,예수님이 많은 사람들을 고치심
recqkOAX88FDIN0ee,예수님이 귀신 들린 사람을 고치신 뒤 논쟁이 이어짐
rec7WzLFXKdweuzOD,예수님이 바닷가에서 비유로 가르치시고 기적을 행하심
rechbRJbRUie1YGOk,예수님이 갈릴리를 처음으로 순회하심
recsTeovHSah64TzF,예수님이 과부의 아들을 살리심
recXZv0xfad7smkqB,한 여인이 예수님께 향유를 부어 드림
recgL37NW080FcKh8,예수님이 갈릴리를 두 번째로 순회하심
recGpBzggp7LyILNR,예수님이 베데스다 못에서 병자를 고치심
rec6tRRdOlOUY9UNN,예수님이 갈릴리를 세 번째로 순회하심
recnCLTHvWRdrFwVY,예수님이 나사렛에서 다시 거절당하심
rec5E1T7Mq1psBubn,세례 요한이 목숨을 잃음
rec8AUk5qsGus2shA,예수님이 오천 명을 먹이심
recQ8WbFKwtwzK9Xm,예수님이 물 위를 걸으심
recXbkZXIXcuKVF6d,예수님이 게네사렛에서 병자들을 고치심
recMCgwIq1sw9Q779,예수님이 “생명의 떡”에 대해 설교하심
recvfB75N6vrQwhWW,성령이 오실 것을 약속하심
rec06pcAZBChUBKxF,예수님이 하늘로 올라가심(승천)
reczDqE366xgbgv2C,맛디아가 유다를 대신해 사도가 됨
recIu7xhASS4Ufyfd,성령이 임하심
recQoK9KFveLh556S,베드로가 오순절에 설교함
recVrh6Nbm3PruADf,교회가 빠르게 성장함
recLnDbrahKzEue0K,걷지 못하던 사람이 고침을 받음
reciu7dT92C4dTrfl,베드로가 솔로몬 행각에서 설교함
rech8qvzNnkDTqCi3,베드로와 요한이 재판을 받음
recNQxwdQFjZidQTP,믿는 사람들이 담대함을 위해 기도함
rec5Y0EXegwQ5m9mX,성도들이 재산을 나누어 공동체를 이룸
recnjhZVhcbtc7WL0,아나니아와 삽비라가 하나님께 거짓말함
rectkWZqlKG1cfOQT,사도들이 표적과 기사를 행함
recCcRDJtUxaIqXnD,사도들이 체포되어 재판을 받음
rec1qE6wAe0XINRoV,가말리엘의 조언으로 사도들이 풀려남
recXUpfeHouc4qLEl,섬김을 맡을 일곱 사람이 세워짐
reclAFi4IpJvlWCDp,스데반이 붙잡힘
recNZVX1qwBc7F9AU,스데반이 의회 앞에서 변론함
recgcZKRVZDvMUMOa,스데반이 돌에 맞아 죽음
recVjdJplfI1wSxYk,사울이 교회를 박해함
recP6mZs3oSlZdrT0,빌립이 사마리아에서 복음을 전함
recvI0SgATGCasGsV,에디오피아 내시가 믿고 세례를 받음
recCz7opcoITkiZiq,사울이 회심함
reczeOH6wbjkZHP1w,사울이 예수님을 전하기 시작함
recxH9n2Xk1PM6DvB,베드로가 아에니아를 고치고 도르가를 살림
rec4fFrtrUuDVkTNK,베드로가 고넬료를 만남
recCef9mlyuV3XWd3,베드로가 가이사랴에서 이방인들에게 복음을 전함
recNnOBWct1TV6CUZ,베드로가 이방인 구원을 변호함
recn2U67FPmywxqcb,제자들이 처음으로 “그리스도인”이라 불림
recCCk6aW2ZbOCRTd,헤롯이 야고보를 죽임
recDiHn0k1yUMCdjc,헤롯이 베드로를 감옥에 가둠
recMhkv38hrlSmT3K,천사가 베드로를 감옥에서 구출함
recTAdkQX4sglPtLl,헤롯이 죽음
recJl6YAS1kSQ6t8W,첫 선교 여행이 시작됨
recUWXmZlrKxIx99u,첫 선교 여행이 진행됨
recJeAtSLg0KP2loe,바나바와 사울이 구브로로 감
recGlchVqaW39mkY0,비시디아 안디옥에서 복음을 전함
receeGDZ90DJxYxnX,이고니온에서 복음을 전함
recrre0r2IHdN3Y7Z,루스드라와 더베에서 복음을 전함
reckt5soySSqCZnoa,수리아 안디옥으로 돌아옴
recwmsQ1HEDGztu9O,예루살렘 공의회가 열림
reciR4wcxOAcLxak0,두 번째 선교 여행이 진행됨
recW2x0namY3sL2iX,바울과 바나바가 각자 길을 감
reco0fEiYQ6hKFYc5,바울이 갈라디아서를 씀
recsnRcoxqD4pQGHp,두 번째 선교 여행이 시작됨
recinOtqH81aspLoO,디모데가 바울과 실라와 함께함
recayBHkzCbMe6dnD,브루기아·갈라디아·아시아로 선교함
recmIpAsHFs5pOzZ6,마게도냐로 가라는 부르심을 받음
reczE4p2AzSrs4ppP,루디아가 믿고 돌아섬
rec1Olk9cxeWoT5Jl,점치는 귀신을 쫓아냄
recVY5whVRxmh37rH,바울과 실라가 감옥에 갇힘
recX4DzqXgIe0R2T4,빌립보 간수가 믿게 됨
rec611BDzVM1WOUa5,바울과 실라가 풀려남
recrnXnFkh9CGTgkn,데살로니가에서 소동이 일어남
recF289Cj0XMYVOmr,베뢰아에서 복음을 전함
reclKAhjHwMnSyOB2,바울이 아덴에서 설교함
recZLqdKx9mrT0bCv,고린도에서 사역하며 데살로니가서를 씀
recxAgEs5O3piUpAG,두 번째 선교 여행을 마치고 돌아옴
receG7A0Y0VjWPff1,세 번째 선교 여행이 시작됨
rec4bAiAcAOo9mPwO,세 번째 선교 여행이 진행됨
rec2buqN0Q38Yuqme,에베소에서 사역하며 고린도전서를 씀
recl2rPfuRl5ZYiYP,에베소에서 큰 소요가 일어남
recGXoNtdiKu28Wff,마게도냐와 그리스에서 사역함
recCiHwYp3CSqFWrK,에우디고가 살아남
recbGb0Cb2yIRqmle,밀레도로 항해함
recwlxgjUu5AwPX9D,바울이 에베소 장로들에게 고별 설교함
recxOoLkd6wFyKysC,밀레도에서 예루살렘으로 항해함
recYE6hOLCtnqejur,바울이 예루살렘의 장로들을 방문함
recuV2kc7FiAUIuBQ,바울이 성전에서 붙잡힘
recR2Yyty10Qn41wQ,바울이 자신의 이야기를 들려줌
rec9DRZs8DbQy0fv5,바울이 공회 앞에 섬
rectG8MR4Z2zb8mwZ,바울을 죽이려는 음모가 생김
recODnfv69EyvRMvA,바울이 총독 벨릭스에게 보내짐
recjSyWPVWxolQ2r4,바울이 황제에게 상소함
recZZnST3yj4b1akY,아그립바와 버니게가 베스도를 만남
recltAvLmGRfERhYp,바울이 아그립바 앞에서 변론함
recJWNH2OCuUoOz6e,바울이 로마로 가는 길에 오름
recAIElabptRPkpxz,바울의 로마 항해가 시작됨
recXiU82RVp1vo67a,폭풍으로 배가 난파됨
recXUXZhzA47ZRt5F,바울이 몰타에 머묾
recuZhS7z4CatBOO0,바울이 로마에 도착함
recGrIgOxWnxVl8h0,바울이 로마에서 첫 투옥 생활을 함
recah9fwlW8Xyk4gn,예수님이 계명과 전통에 대해 말씀하심
rec7Xd0T6QiyeeChg,예수님이 가나안 여인의 딸을 고치심
rechQpDJIE2FCEYTU,예수님이 갈릴리 바다 근처에서 무리를 고치심
reccrRGqDRLWjCHog,예수님이 사천 명을 먹이심
recqtoV4JQiYCmkZN,예수님이 바리새인·사두개인과 논쟁하심
rec1QOmEc6elW8boO,예수님이 벳새다에서 맹인을 고치심
recBuPmgXN9v9X6WI,베드로가 “이 반석 위에”라고 고백함
rec4eZvHbmI1QToIw,예수님이 죽음과 부활을 예고하심
recbbehq3RkfnSmCE,예수님이 변화산에서 변모하심
recXhKGCw4B1CjXQB,예수님이 귀신 들린 아이를 고치심
recyFfX2l12rwEkqk,예수님이 다시 죽음과 부활을 예고하심
recvkY2icLy3QDClR,물고기 입에서 동전이 나옴
recIZ6XquF0X7jaNE,겸손·유혹·화해에 대해 가르치심
recZcjp3TlQQqapTX,초막절을 지킴
recWT2eiDCOXEAbGB,간음하다 붙잡힌 여인이 용서받음
recD6VSiTfaITZLz4,예수님이 “세상의 빛”에 대해 말씀하심
recO855E9csJLnyFO,사마리아 사람들이 예수님을 받아들이지 않음
rec5EAcIz2rHZRN8q,예수님이 70명을 보내심
recm9poq0bKg2RuU5,예수님이 선한 사마리아인 비유를 들려주심
recycS0pNycJe2Xet,예수님이 마르다와 마리아를 만나심
reco0PVfMeFcQrURu,예수님이 주기도문을 가르치심
recxURN2uAbTe7CGr,예수님이 맹인을 고치심
recs2ESnv8JHoLJNs,예수님이 “선한 목자”에 대해 가르치심
recrSSo7ihKbdos1g,예수님이 바리새인들을 책망하며 비유로 말씀하심
receThtYDpzQmFpc1,예수님이 18년 된 병자를 고치심
recoUkvcVV6nR1G2D,예수님이 겨자씨와 누룩 비유를 말씀하심
recs1VxMp6PJ11GLW,수전절을 지킴
rec70ZLu9pdrEWXR9,베레아에서 예루살렘으로 가는 길에 가르치고 고치심
reclZp6jMKWzYmop9,예수님이 나사로를 살리심
recZhxqZJmXuGMdvd,대제사장들이 예수님을 죽이려 꾸밈
recMIEeRCAf7IGRwc,예수님이 에브라임으로 물러가심
recTplXPehmPfFUiG,예수님이 여러 나병 환자를 고치심
recrwlbTDWOETPpei,하나님 나라와 여러 비유에 대해 말씀하심
recR3zid90odgmB6g,예수님이 베레아에서 계속 가르치심
recN2veKNMtB7HzFi,예수님이 맹인 바디매오를 고치심
reccSs8loWRLm8LAb,삭개오가 변화되고 므나 비유를 들려주심
recrB2eWea9OCFtOz,마리아가 예수님께 향유를 부어 드림
recmXmhZt51doQu7o,예수님의 고난 주간이 시작됨
recBsshyiGaHc6bgC,예수님이 예루살렘에 입성하심
rece7YQZcZkN73mF8,예수님이 성전을 정화하심
recotN6XCwPBF0OzT,예수님이 무화과나무를 저주하심
recYOqX5Qe2a0FHvw,예수님이 무화과나무에 대해 가르치심
recOZxrWd00qyF4Ej,예수님이 성전에서 논쟁하심
recN1gyMPKbPPQIMa,예수님이 감람산에서 말씀하심
recym9Dfibw7KdshX,산헤드린이 예수님을 없앨 음모를 꾸밈
rec3IGuoFfX4wwc0u,유다가 배반을 계획함
recehyRQPiIuEscz4,예수님이 마지막 만찬을 나누심
recu6M6co9Iaw0Ow5,예수님이 다락방에서 가르치심
recNQ0XuoN4rfJR3o,겟세마네에서 기도하시고 배반당하심
recP6WhPl8eV4tavO,유대인들에게 재판을 받으심
recUlD55WynUKdHAo,로마 총독 아래서 재판을 받으심
recvsq3X87BSBcInj,유다가 스스로 목숨을 끊음
rec7pLeyxV0yEdrcl,예수님이 십자가를 지고 골고다로 가심
rechX4p94qqiHLqLx,예수님이 십자가에 달려 죽으시고 장사됨
recwQXXtK8ZbnYuIJ,예수님이 부활하시고 승천하심
